id,track_name,size_bytes,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,prime_genre
575487269,aeroflyFSFlightSimulator,2251403264,3.99,1033,211,4.5,4.5,Games
946434924,AeroflyFSFlightSimulator,2634030080,2.99,863,211,3.5,3.5,Games
1091824117,Aeronaut,76222464,0,15,1,3.5,2,Games
940314673,AFlorist,1814528,0.99,0,0,0,0,Lifestyle
944644383,AftercutBackgroundEraserEasyPhotoEditor,99231744,1.99,91,23,4.5,4.5,Photo & Video
573116090,Afterlight,76231680,0.99,14057,79,4.5,4.5,Photo & Video
917912662,Afterpulse,970903552,0,9321,167,4.5,4.5,Games
918396645,AfterSchoolFunnyAnonymousSchoolNews,148799488,0,18482,1,4,5,Social Networking
1184800011,Againroomescapegame,33946624,0,11,8,4,4,Games
995999703,Agario,63954944,0,176514,1310,4.5,4,Games
1116910957,AgathaChristieTheABCMurdersFULL,1104092160,6.99,80,80,4,4,Games
789356890,AGDrive,541367296,3.99,1218,93,4,3.5,Games
940006911,AgentAApuzzleindisguise,239047680,2.99,1390,202,4.5,5,Games
1044318857,AgentGumballRoguelikeSpyGame,560714752,2.99,22,14,4,3.5,Games
1129966892,AgeofHeroesConquest,65469440,0,468,1,4.5,5,Games
395627741,AgeofZombies,53805056,0.99,14493,384,4.5,4.5,Games
357467791,AgingBooth,31869952,0,11999,233,4,4.5,Entertainment
1040930654,AGoodSnowmanIsHardToBuild,94819328,4.99,270,51,4.5,4.5,Games
561521557,Agricola,349272064,6.99,1107,27,4,4.5,Games
1118398079,AgricolaAllCreaturesBigandSmall,160331776,4.99,35,2,4,4.5,Games
1011915604,AGTAmericasGotTalentOfficialApponNBC,24906752,0,367,16,3,4.5,Entertainment
1035197114,AhighendtunerforallinstrumentsTuner,32099328,2.99,0,0,0,0,Music
970389374,AhighresolutionmusicplayerNePLAYER,21928960,14.99,27,3,4,3.5,Music
1165326780,AI,26492928,0,0,0,0,0,Games
842617644,AirAttack,510278656,0.99,229,34,4.5,5,Games
401626263,Airbnb,243776512,0,22302,0,4,0,Travel
364899325,AirCoasterRollerCoasterBuilder,22763520,0.99,2602,71,3,4.5,Games
967502646,AirDisplay,60604416,9.99,228,107,3,2.5,Utilities
993160329,AirmailYourMailWithYou,170175488,4.99,1575,15,3.5,4,Productivity
1078412469,AirParrotRemote,20189184,7.99,17,9,2.5,2,Photo & Video
486947533,AirportScanner,226961408,1.99,12701,8,4.5,5,Games
989733380,AirTycoon,247309312,2.99,114,0,4,0,Games
668354926,AirVideoHDNowwithmultitaskingandPiPsupport,14665728,5.99,3610,724,4.5,4.5,Photo & Video
338761996,AirWatchAgent,24747008,0,1150,0,2.5,0,Business
1129671707,airweavesleepanalysis,29999104,0,0,0,0,0,Health & Fitness
1081674942,AIScryaremoteviewingapplicationpoweredbyanalienpsyche,17954816,0.99,17,17,3,3,Entertainment
758453889,AJJumpAnimalJamKangaroos,160192512,1.99,834,65,4.5,3.5,Games
484090401,AkinatortheGenie,93021184,1.99,26333,537,4.5,4.5,Entertainment
933135994,AkinatortheGenieFREE,117224448,0,2154,1269,4,4,Entertainment
1087422283,Akuarella,99978240,1.99,7,7,5,5,Photo & Video
1123417039,AKUMAÈÈ,69208064,0,0,0,0,0,Games
1049201894,AKUMAÈRPG,57694208,0,0,0,0,0,Games
749124884,AlarmClockforMeBestWakeUpMusicClock,120000512,0,4959,768,4,4,Utilities
749125114,AlarmClockforMeSleepTimerEventCountdown,74212352,3.99,1635,120,4,4,Utilities
476555713,AlarmClockHDFreeDigitalAlarmClockDisplay,82529280,0,54496,252,4.5,4,Utilities
579712380,AlarmClockSleepSoundsProGuidedMeditationforRelaxationCycleHypnosisandinsomnia,89534464,6.99,235,121,4.5,4.5,Health & Fitness
609598558,AlarmyProSleepIfUCanAlarmClock,170882048,1.99,964,3,4.5,5,Lifestyle
1092749144,AlbertOtto,262772736,1.99,62,2,3,5,Games
1084682224,AlchemicMaze,65435648,2.99,17,2,5,5,Games
519640317,AliceintheMirrorsofAlbionHiddenobjectgame,1222732800,0,47382,50,4,4.5,Games
1108048349,AliceinWonderlandPuzzleGolfAdventures,182045696,0.99,43,13,4.5,4.5,Games
673612506,AliceTrappedinWonderland,363242496,0.99,317,12,4.5,4,Games
436672029,AliExpressShoppingApp,133053440,0,10647,185,4,4.5,Shopping
333206289,AlipayMakesLifeEasy,208309248,0,1926,2,3,3,Lifestyle
645422116,Alizaypirategirl,186402816,2.99,14,1,4.5,4,Book
1066416979,AllDevicesforWhatsAppMessengerforiPad,30306304,0,682,25,3,2,Social Networking
1059604202,AllianceAirWarAirplaneFlightSimulatorGame,194171904,0,1225,89,4.5,4.5,Games
1023683909,AllianceWarsWorldDomination,493512704,0,176,6,5,5,Games
571227995,AllinFitnessExercisesWorkoutsCalorieCounterBMIcalculatorbySportcom,96468992,2.99,965,15,4.5,2,Health & Fitness
347310316,AllinLogicGameBox,22299021,0.99,9854,823,4,4,Games
1061999170,AllisLost,296101888,0,829,643,4.5,4.5,Games
1133898987,AllLimpyRun,118339584,0,86,86,3,3,Games
351184863,AlloCinCinmaetSries,123450368,0,101,1,4,5,Entertainment
299515267,AllrecipesDinnerSpinner,36399104,0,109349,1540,3.5,5,Food & Drink
1124395796,AllStarQuarterbackFootballLifestyleSim,110787584,0,521,131,4.5,4.5,Games
850417796,AlmanacLongRangeWeatherForecast,15704064,0,12,4,1.5,1,Weather
805532295,ALOE,32138240,0,0,0,0,0,Lifestyle
498425561,ALONDictaphoneVoiceRecorder,37910528,4.99,379,0,4,0,Business
848515450,ALONE,50423808,0.99,465,3,4.5,5,Games
588682669,AlpacaWorldHD,229460992,0,1191,572,4.5,4.5,Games
585880277,AlphabetAquariumSchoolAdventureVolTeachmeLettersAnimatedPuzzleGamesforPreschoolandKindergartenExplorersbylearn,56923703,1.99,150,120,4,4,Games
748048441,AlphaOmega,180259840,0,2892,59,4.5,4.5,Games
329703516,AlterEgo,13647872,4.99,262,43,4,4,Games
1100088261,AlternativeGirls,207391744,0,29,2,5,4,Games
950812012,AltosAdventure,128664576,4.99,7824,458,4.5,4.5,Games
1065674928,AmaranthineVoyageTheObsidianBookAHiddenObjectAdventureFull,912869376,6.99,67,67,4.5,4.5,Games
1135973816,AmaranthineVoyageTheOrbofPurityFull,817638400,6.99,48,10,3.5,3.5,Games
1018357323,AmaranthineVoyageTheShadowofTormentAMagicalHiddenObjectAdventureFull,1279516672,2.99,4,4,3,3,Games
1018356776,AmaranthineVoyageTheShadowofTormentHDAMagicalHiddenObjectAdventureFull,1488330752,6.99,9,9,4.5,4.5,Games
1039971965,AmateurSurgeon,118773760,0,2743,149,4.5,4.5,Games
914079393,AmazingThief,17489920,0,21984,5528,4,4,Games
586076398,Amaziograph,21285888,0.99,181,14,4,4,Entertainment
944011620,AmazonAlexa,78435328,0,3018,141,2,1.5,Music
297606951,AmazonAppshopscancompareandreadreviews,133688320,0,126312,22,3.5,3,Shopping
510855668,AmazonMusic,77778944,0,106235,4605,4.5,5,Music
947644950,AmazonPrimeNow,48007168,0,895,1,3,1,Shopping
545519333,AmazonPrimeVideo,69435392,0,43667,1109,4,4.5,Entertainment
850863885,AmbitionStrategyWarGame,54139904,3.99,360,27,3.5,3.5,Games
1025120568,AMC,59480064,0,3105,188,2,4,Entertainment
349442137,Ameba,96635904,0,269,0,3,0,Social Networking
620447173,amelilAssuranceMaladie,44564480,0,8,1,4,4,Health & Fitness
362348516,AmexMobile,105982976,0,11421,57,4,2.5,Finance
1031021466,AmountPlusUnitAndCurrencyConverter,7095296,2.99,35,17,4,4.5,Productivity
986905979,AmpMeAPortableSocialPartyMusicSpeaker,69876736,0,1047,2,4,4,Music
1125378601,AmusementParkFairGroundCircusTruckerParkingSimulator,357691392,0,81,48,4,4,Games
1123959760,AmusementParkTour,94867456,0,506,4,4.5,4.5,Games
1176875793,AmusementParkTourFunXmas,91865088,0,115,40,4.5,4.5,Games
1035220162,AnalogBudapest,19247104,0.99,6,6,4.5,4.5,Photo & Video
1035219553,AnalogLondon,18984960,0.99,7,7,5,5,Photo & Video
1035219562,AnalogParis,27561984,0.99,32,32,4.5,4.5,Photo & Video
961932335,AnalogTokyo,18935808,0.99,19,13,4,4,Photo & Video
992047786,AnalogWedding,18767872,0.99,8,6,4,3.5,Photo & Video
510119487,AnatomyMapp,104392704,9.99,23,3,3.5,3.5,Medical
920133658,AnatomyPhysiologyBodyStructuresandFunction,1758696448,34.99,49,14,4.5,4,Medical
1093776653,ANewLife,105390080,0.99,17,1,3,4,Games
766354752,AngerForceStrikers,307089408,3.99,22,1,3.5,4,Games
343200656,AngryBirds,175966208,0,824451,107,4.5,3,Games
880047117,AngryBirds,446483456,0,109104,3636,4,4.5,Games
1028984371,AngryBirdsAction,1504883712,0,1863,462,4,4.5,Games
1122444037,AngryBirdsBlast,129589248,0,24878,712,4.5,4.5,Games
767319014,AngryBirdsEpicRPG,581533696,0,84680,68,4.5,4.5,Games
555936735,AngryBirdsFriends,190382080,0,23655,376,4,4.5,Games
642821482,AngryBirdsGo,499580928,0,75793,953,4,3.5,Games
364234221,AngryBirdsHD,176164864,0,89110,114,4.5,4,Games
937718942,AngryBirdsPOPBubbleShooter,148629504,0,35711,249,4.5,4.5,Games
420635506,AngryBirdsRio,138319872,0,170843,123,4.5,4,Games
420636551,AngryBirdsRioHD,226899968,0,70122,251,4.5,4,Games
398329664,AngryBirdsSeasonsHD,710486016,0,75714,481,4,4.5,Games
499511971,AngryBirdsSpace,161200128,0,95892,2,4,1,Games
501968250,AngryBirdsSpaceHD,171300864,0,39502,13,4,4,Games
557137623,AngryBirdsStarWars,177338368,0,34138,7,4.5,3.5,Games
557138109,AngryBirdsStarWarsHD,212249600,0,22674,10,4.5,4.5,Games
645859810,AngryBirdsStarWarsII,226834432,0,33724,64,4.5,4.5,Games
869231055,AngryBirdsTransformers,364130304,0,106434,535,4.5,4.5,Games
1003820457,AnimalJamPlayWild,620323840,0,26990,189,4.5,4.5,Games
1078050410,AnimatelyLiveWallpapers,26862592,1.99,233,11,1.5,1.5,Entertainment
363201632,AnimationCreatorHD,32051200,3.99,4497,448,4,4,Entertainment
364762290,AnimationDrawingbyDoInk,33857536,4.99,308,8,4,4.5,Education
1080816579,AnimationThrowdownTheQuestforCards,358231040,0,18141,255,4.5,4.5,Games
1067937065,AnimeGirlPoseD,92434432,1.99,9,9,4.5,4.5,Entertainment
1116112829,AnimePowerFX,97897472,0,807,807,4.5,4.5,Photo & Video
1077611503,AnimeStudioStory,185580544,4.99,65,3,4.5,4.5,Games
1081737936,AnitoreEXLetstraintogether,133673984,4.99,0,0,0,0,Health & Fitness
373493387,AnkiMobileFlashcards,19371008,24.99,753,12,4,4.5,Education
1029273159,AnkiOVERDRIVE,341238784,0,981,23,4.5,4.5,Entertainment
409157308,AnnabelKarmelsBabyToddlerRecipeApp,104406016,4.99,53,5,2,1,Food & Drink
977865620,ANobleCircle,79404032,0.99,1886,57,5,5,Games
1117580704,ANSELFIEemojisbyAnsel,53998592,2.99,13,13,4.5,4.5,Utilities
821560738,AnyFont,6157312,1.99,324,16,4,5,Utilities
1142049503,ANYGIVENEMOJI,47082496,1.99,28,1,3,1,Entertainment
965552611,AOCreatorCreatorforPokmon,87649280,6.99,1032,132,3.5,3,Utilities
646100661,AOLNewsEmailWeatherVideo,85273600,0,5233,0,4,0,News
1178880179,AoOni,86687744,0,7,3,4,4,Games
1075820543,ApestormFullBananas,202067968,1.99,3,3,2.5,2.5,Games
1076440502,APEX,74776576,0,96,96,4.5,4.5,Games
1021877189,aPhysicalSimulationPuzzleGame,49728512,0,2,2,5,5,Games
1136993233,ApolloJusticeAceAttorney,2424459264,0.99,95,57,3.5,3.5,Games
375380948,AppleStore,70782976,0,55171,187,3.5,3.5,Shopping
1130498044,AppleSupport,110385152,0,388,3,4,3,Utilities
1096834193,AppleTVRemote,12637184,0,1651,277,2.5,2,Entertainment
1121943475,AprilLayoutsPhotoCollageandPosterMaker,56849408,0,165,29,4.5,5,Photo & Video
1053524307,AquariumVR,89742336,0,12,12,2.5,2.5,Education
996136866,AralonForgeandFlame,1379309568,4.99,192,14,3.5,3.5,Games
1080243808,Arcadecraft,150849536,0.99,21,8,3.5,4,Games
1123539597,ArcaneOnlineFantasyMMORPG,93643776,0,285,3,4.5,5,Games
1126101226,ArchangelMichaelGuidanceDoreenVirtue,116185088,3.99,338,63,4.5,4.5,Lifestyle
1135653604,ArchangelRaphaelGuidanceDoreenVirtue,113281024,4.99,82,26,4.5,4.5,Lifestyle
1121971067,ArcheryKing,133175296,0,8905,473,4.5,4.5,Games
1126211341,Areyouapsychopath,38904832,0,0,0,0,0,Entertainment
736741821,AriseBeatProcrastinationdominatetodolists,7851008,2.99,52,12,4,4.5,Productivity
1050973882,ArmaMobileOps,119991296,0,347,7,4,3.5,Games
402614251,ARMissileAutomaticTargetTracking,17178624,0.99,49,2,4.5,4.5,Entertainment
380834987,ArmyFitnessAPFTCalculator,15759360,0.99,108,74,4,4.5,Utilities
1005077069,ArmyofHeroes,153125888,0,1235,113,4.5,4.5,Games
943837049,AroundTheWorldinDaysHiddenObjectGames,97043456,1.99,513,28,4.5,4,Games
1147432809,ARPODYSSEi,105809920,29.99,110,38,4.5,4.5,Music
988476572,Arrow,128421888,0,14673,7369,4.5,4.5,Games
973005664,ArrowAmbush,25895936,0,32020,192,5,4,Games
1129690785,ArthursAdventuresRoadofGloryPocketEdition,140864512,0.99,18,1,5,3,Games
491998279,ArticulationStationPro,425919488,59.99,294,130,4.5,5,Education
700440156,ArticulationTestCenterPro,174737408,59.99,29,0,4.5,0,Education
1132630378,ArtiesMagicPencil,295772160,2.99,139,2,3.5,5,Education
1137893020,ArtistoVideoandPhotoEditorwithArtFilters,55673856,0,12963,979,5,5,Photo & Video
836464625,ArtPose,164829184,2.99,102,14,4.5,4.5,Reference
886697025,ArtPoseFemaleEdition,151115776,2.99,85,19,4,4,Reference
391432693,ArtRage,58826752,4.99,1045,2,4,2.5,Entertainment
364017607,ArtStudioforiPadDrawSketchandPaint,34310144,4.99,8542,543,4.5,5,Photo & Video
1067860796,AsanaRebelYogaInspiredFitness,128882688,0,2459,27,4.5,4.5,Health & Fitness
1109489005,ASAsSailingChallenge,276637696,3.99,104,74,4,4.5,Education
1062642163,AShortTale,450622464,3.99,83,61,5,5,Games
1069536554,AskDriftrforCallofDutyBlackOps,49651712,1.99,97,50,4,4.5,Games
457876088,ASOS,141503488,0,9725,109,5,5,Shopping
610391947,AsphaltAirborne,1777940480,0,188568,2850,4.5,4.5,Games
971233157,AsphaltXtremeOffroadRallyRacing,1165103104,0,3960,90,4,4,Games
880971164,AssassinsCreedIdentity,2538487808,4.99,3517,1187,4,4,Games
692717444,AssassinsCreedPirates,775233536,0,23895,1660,4.5,4.5,Games
1040809311,AssaultonArnhem,188083200,4.99,12,2,2.5,3,Games
1079527526,AsterixandFriends,167136256,0,219,5,4.5,4,Games
933189224,Astr,215661568,0.99,42,2,4,2,Games
934510730,AstropadStandard,25945088,29.99,1439,21,4.5,4.5,Productivity
575082759,AsvaTheMonkeyHD,44660067,0.99,80,35,4.5,4.5,Games
1020657631,Asymmetric,76766208,1.99,0,0,0,0,Games
1120072154,AthleteShaveSalonGames,62823424,0,3815,5,4,1,Games
1007479011,AthleticsSummerSports,243613696,1.99,333,329,4.5,4.5,Games
1018920593,AthleticsSummerSportsFree,243888128,0,2541,2541,4.5,4.5,Games
581906929,AthleticsSummerSportsFullVersion,85116928,0.99,365,3,4.5,4.5,Games
803346990,AthleticsWinterSportsFullVersion,147554304,0.99,142,0,4,0,Games
1046553860,ATinyGameofPong,2012160,1.99,99,36,4,4,Games
992425516,AtlanticFleet,220282880,9.99,271,107,4.5,4.5,Games
893918621,ATOK,87218176,12.99,0,0,0,0,Utilities
1064989970,AtomicHangmanJr,135370752,1.99,11,9,4.5,4.5,Education
1128940693,AtomicSuperLander,222874624,2.99,47,4,4,4.5,Games
926058555,AtomMovieTicketsandShowtimes,102137856,0,4105,2831,5,5,Entertainment
522008611,ATrackerDailyTaskandTimeTracking,153064448,0,1114,34,4.5,4.5,Productivity
1021845881,AttackHeroes,915254272,0.99,12,0,5,0,Games
941380906,AttacktheLightStevenUniverseLightRPG,312962048,2.99,10132,2143,5,4.5,Games
1124476992,AttenboroughStoryofLife,152133632,0,59,16,4.5,3.5,Entertainment
1142261822,AttheZooWithGrandmaandGrandpa,112182272,2.99,6,1,5,5,Education
884023735,ATTMobileTransferFree,26359808,0,3024,86,4.5,5,Utilities
379693831,Audibleaudiobooksoriginalseriespodcasts,81558528,0,105274,1774,4.5,4.5,Book
369820957,AudioNoteNotepadandVoiceRecorder,33213440,9.99,1756,53,4,5,Business
1055636344,AUMAudioMixer,6290432,18.99,79,3,5,5,Music
1119322616,AuraluxConstellations,112653312,0,2354,821,4.5,4.5,Games
1101419354,AuroraPuzzleAdventure,111938560,1.99,31,30,4.5,4.5,Games
1114261491,AussieRulesHeroFootyGoalKickingGame,23707648,0,12,0,3.5,0,Games
649202100,AuthenticWeather,23582720,1.99,330,30,3,3,Weather
385919493,AutohomeFindnewUsedCarsForSale,89219072,0,194,0,4,0,Lifestyle
1142754013,AutoIVCalcforPokemonGO,120930304,0,0,0,0,0,Games
1131708443,AutomaticCallRecorderProCallsMadewithapp,16818176,4.99,123,20,3.5,4,Productivity
674385418,AutomoCamera,16912384,0.99,5,1,4.5,3,Photo & Video
447574907,AutoPalmistry,51680256,0,5,0,3,0,Entertainment
378781805,AutoPalmistryPremium,44349440,2.99,5,0,3,0,Entertainment
524299475,AutoRapbySmule,71257088,0,18202,514,4,3.5,Music
311785642,AutoScoutmobileusednewcarmarket,141136896,0,220,2,4.5,5,Productivity
1164801111,AutoSleepAutoSleepTrackerforWatch,7802880,2.99,979,368,4.5,4.5,Health & Fitness
1003765913,AutoWarriorsTacticalCarCombat,1107044352,0,352,35,4,4,Games
813330182,AutumnDynastyWarlords,240103424,6.99,572,222,4.5,4.5,Games
293573778,Avertinoo,8044544,4.99,32,0,3,0,Navigation
583066190,AVPEvolution,875347968,2.99,4996,732,4.5,4.5,Games
395680819,AVPlayer,39790592,2.99,853,11,4,5,Entertainment
407976815,AVPlayerHD,39835648,2.99,1986,14,4,4.5,Entertainment
1073473120,AwayMeditationmindfulnesstosleeprelaxfocusbreathe,75829248,2.99,184,38,4.5,4.5,Health & Fitness
480102733,AwesomeCalendarPersonalPlanner,30700544,9.99,4962,4,4.5,5,Productivity
892393815,AwesomeVoiceRecorderProMpAudioRecording,30080000,4.99,162,54,4.5,4.5,Business
1047118827,AxeinFace,174221312,0,190,48,4.5,4.5,Games
949215818,AzerrzSounds,106823680,0.99,71,71,4.5,4.5,Entertainment
451901829,AzukiWave,21263360,1.99,14,1,4,5,Entertainment
640484311,AZZL,130421760,2.99,261,84,5,4.5,Games
632231181,BAAMarathon,99851264,0,70,11,2.5,1.5,Sports
1163706727,Babaji,23000064,0.99,0,0,0,0,Utilities
829587759,BabbelLearnLanguagesSpanishFrenchmore,135982080,0,1533,15,4,4,Education
897154382,BabyAirlinesAirportAdventures,106456064,0,321,11,3.5,3.5,Games
1109043621,BabyBeatFetalHeartbeatMonitor,16805888,4.99,166,21,1.5,3,Lifestyle
1132158938,BabyBossCareDressUpandPlay,266678272,0,616,267,4.5,4.5,Games
1161496947,BabyBottleChallengeWaterBottleFlip,61094912,0,152,56,3.5,3.5,Games
595303942,BabyCareDressUpLoveHaveFunwithBabies,123812864,0,5230,73,4,4.5,Games
326574411,BabyConnectActivityLog,12937216,4.99,3483,79,4.5,5,Medical
955832188,BabyCriesTranslator,16435200,2.99,12,0,1.5,0,Health & Fitness
807411101,BabyFoodFairMakeEatPlayHaveFun,83722240,0,520,51,3.5,4,Games
1052744048,BabyFullHouseCarePlayandHaveFun,121030656,0,91,4,3.5,5,Games
1061897092,BabyKimCarePlayDressUp,179871744,0,360,360,4.5,4.5,Games
1052087662,BabyLearnsTransportation,152170496,0,0,0,0,0,Education
981437721,BabyMakerFunnyBabyFaceoutofParentsPicturesMakeaPhotoCollage,65159168,0.99,24,24,1.5,1.5,Photo & Video
490077681,BabyMonitorG,56885248,3.99,658,23,4.5,4,Lifestyle
1053800699,BabyPandasBathTime,121712640,0,0,0,0,0,Education
1150346397,BabyPandasCarnival,131486720,0,6,1,4.5,3,Education
965474816,BabyPicspregnancybabymilestonephotos,188807168,2.99,1872,30,4.5,5,Photo & Video
555208351,BabyRattlewithChildLock,22364160,1.99,441,402,4.5,4.5,Games
524644575,BabyScopePrenatalListener,61694976,4.99,875,51,3,4,Utilities
1124345691,BabysitterCrazinessFunKidsGame,95670272,0,169,65,4,4,Games
1052744981,BabysitterMadnessHelptheNanny,114878464,0,195,14,3.5,3.5,Games
1141018731,BabySkinsandAphmauSkinsandBoySkinsandGirlSkinsForMinecraftPE,19434496,0,610,359,4.5,4.5,Lifestyle
1068110571,BabyStoryPregnancyPicsBabyMilestonesPhoto,166354944,0,6700,5964,4.5,4.5,Photo & Video
1093825530,BabyTwinsTerribleTwo,121673728,0,710,193,4,4,Games
951350964,Bachify,98627584,1.99,88,50,3.5,3.5,Photo & Video
397951063,BackbreakerVengeance,83214336,0.99,14491,304,4.5,4.5,Games
564874986,BackflipMadness,17436862,0.99,11687,11687,4.5,4.5,Games
655903467,BackgroundPlayerProforCloudPlatforms,51890176,2.99,184,17,4,4.5,Productivity
1092258126,BackToSquareOne,128863232,0,310,85,4.5,4.5,Games
535176909,BADLAND,222380032,2.99,21325,195,4.5,4.5,Games
1007120869,BADLAND,124445696,3.99,898,89,4.5,4.5,Games
351331194,BadooMeetNewPeopleChatSocialize,157625344,0,34428,23,4.5,4,Social Networking
403684733,BadooPremiumMeetnewpeopleExtrafeatures,157370368,2.99,2231,3,4.5,5,Social Networking
533451786,BadPiggies,260106240,0,26259,38,4.5,3.5,Games
545229893,BadPiggiesHD,260040704,0,19018,81,4.5,4.5,Games
588287777,BaiduVideos,142116864,0,1,1,5,5,Entertainment
1036859032,BakeryBlitzCookingGame,121535488,0,2605,27,4,2.5,Games
1012151919,BakeryStory,173878272,0,5753,1991,4,4,Games
515114051,BaldursGateEnhancedEdition,2441125888,9.99,1454,102,4,4,Games
633625517,BaldursGateIIEE,2272493568,9.99,373,134,4,4,Games
1086625206,BallEscape,131479552,0,48,25,3,3.5,Games
946496840,BallKing,74174464,0,5834,131,4.5,4.5,Games
1047653834,BallMaze,151479296,0,110,27,3,3.5,Games
543186831,BallPool,86776832,0,416736,19076,4.5,4.5,Games
848218959,Balls,23143424,0,30967,845,4.5,4,Games
1090826925,BallTower,124923904,0,67,16,3.5,3.5,Games
1169836224,Balvinmoji,7344128,0.99,22,1,5,5,Entertainment
471394851,BandsintownConcerts,80923648,0,30845,105,4.5,5,Music
1129778673,BangersUnlimited,242437120,3.99,0,0,0,0,Games
284847138,BankofAmericaMobileBanking,160925696,0,119773,2336,3.5,4.5,Finance
433508740,BankofAmericaMobileBankingforiPad,114268160,0,7569,31,3.5,3,Finance
911006986,BannerSaga,2030561280,9.99,1276,19,4.5,4,Games
1107741196,BannerSaga,3321082880,9.99,168,2,4,3,Games
1076460598,BAR,79084544,0,0,0,0,0,Games
1080634585,BarbieDreamtopiaMagicalHair,471601152,0,1079,35,4.5,4,Entertainment
